ï»¿id,clee,nom_estab,nombre_act,per_ocu,nom_vial,cod_postal,entidad,municipio,localidad
601523,08019621111001532001000000U7,CARITAS ASUNCION DE MARIA,Consultorios de medicina general del sector privado,6 a 10 personas,JOSE MARTI,31100.0,CHIHUAHUA,Chihuahua,Chihuahua
602903,08021621111000091000000000U1,CARITAS SAN JUAN DIEGO,Consultorios de medicina general del sector privado,11 a 30 personas,ISIDRO FAVELA,33000.0,CHIHUAHUA,Delicias,Delicias
580925,08006621112000022001000000U5,CAS CENTRO AVANZADO EN SALUD BACHINIVA,Consultorios de medicina general del sector público,0 a 5 personas,DECIMA CUARTA,31660.0,CHIHUAHUA,BachÃ­niva,BachÃ­niva
6486947,08027622112000041010000000U0,CASA DE SALUD,Clínicas de consultorios médicos del sector público,0 a 5 personas,LOCALIDAD 800,33180.0,CHIHUAHUA,Guachochi,Rimichurachi (Las CabaÃ±as)
6478995,08065621112000011000000000U4,CASA DE SALUD,Consultorios de medicina general del sector público,0 a 5 personas,NINGUNO,33420.0,CHIHUAHUA,Urique,Mesa de Arturo
6505121,08027621112000021000000000U3,CASA DE SALUD ASERRADERO TUCHEACHI,Consultorios de medicina general del sector público,0 a 5 personas,LOCALIDAD 800,33180.0,CHIHUAHUA,Guachochi,Tucheachi [Aserradero]
7151068,08037621411000011000000000U9,CASA MATERNIDAD DIVINO NIÃO JESUS,Centros de planificación familiar del sector privado,0 a 5 personas,CABORCA,32159.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
542511,08037621111000441000000000U4,CASA MEDICA,Consultorios de medicina general del sector privado,0 a 5 personas,MARGARITAS,32120.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
607893,08019621113004241000000000U8,CBR SPA MEDICO,Consultorios de medicina especializada del sector privado,0 a 5 personas,MIRADOR,31213.0,CHIHUAHUA,Chihuahua,Chihuahua
8543057,08040621111000181000000000U0,CCONSULTORIO MEDICO,Consultorios de medicina general del sector privado,0 a 5 personas,QUINTA,31940.0,CHIHUAHUA,Madera,Madera
7966167,08019621391000751000000000U2,CEFIREN- BARIATRA- INTERNISTA,Consultorios de medicina especializada del sector privado,0 a 5 personas,PRESA DE LA BOQUILLA,31206.0,CHIHUAHUA,Chihuahua,Chihuahua
596762,08037621111001921000000000U4,CEFO CENTRO DE FISIOTERAPIA,Consultorios de medicina general del sector privado,0 a 5 personas,RIO DE LA PLATA,32310.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
6190884,08019621111001311000000000U6,CEMETRA CENTRO ESPECIALIZADO EN MEDICINA DEL TRABAJO,Consultorios de medicina general del sector privado,0 a 5 personas,UNIVERSIDAD,31203.0,CHIHUAHUA,Chihuahua,Chihuahua
618310,08050621111000162000000000U9,CENTRAL MEDICA COLON,Consultorios de medicina general del sector privado,0 a 5 personas,TECNOLOGICO,31760.0,CHIHUAHUA,Nuevo Casas Grandes,Nuevo Casas Grandes
630656,08019622311000111000000000U6,CENTRAL MEDICA LOMAS,Consultorios de medicina especializada del sector privado,0 a 5 personas,REVOLUCION N.,31205.0,CHIHUAHUA,Chihuahua,Chihuahua
9367869,08037621111005031000000000U8,CENTRO  DE ATENCION Y TRATAMIENTO DE VIDAS,Consultorios de medicina general del sector privado,0 a 5 personas,MANUEL GOMEZ MORIN,32543.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
563384,08035621112000012001000000U5,CENTRO ABANSADO DE SALUD,Consultorios de medicina general del sector público,11 a 30 personas,NINGUNO,31840.0,CHIHUAHUA,Janos,Janos
535175,08037621112000061001000000U8,CENTRO AVANZADO DE ATENCION PRIMARIA A LA SALUD ANAPRA,Clínicas de consultorios médicos del sector público,31 a 50 personas,DELFIN,32107.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
526345,08039931610000042010000000U2,CENTRO AVANZADO DE SALUD,Clínicas de consultorios médicos del sector público,6 a 10 personas,CORREGIDORA,33940.0,CHIHUAHUA,LÃ³pez,Octaviano LÃ³pez
576542,08024621116000012001000000U0,CENTRO AVANZADO DE SALUD,Clínicas de consultorios médicos del sector público,11 a 30 personas,INDEPENDENCIA,33270.0,CHIHUAHUA,Santa Isabel,Santa Isabel
525117,08007621112000013000000000U2,CENTRO AVANZADO DE SALUD BALLEZA,Consultorios de medicina general del sector público,11 a 30 personas,CARLOS PACHECO,33560.0,CHIHUAHUA,Balleza,Mariano Balleza
587917,08044621112000013000000000U5,CENTRO AVANZADO DE SALUD DE MATAMOROS,Consultorios de medicina general del sector público,11 a 30 personas,DURAZNO,33960.0,CHIHUAHUA,Matamoros,Mariano Matamoros
524810,08060621112000013000000000U1,CENTRO AVANZADO DE SALUD DE SANTA BARBARA,Consultorios de medicina general del sector público,11 a 30 personas,MACLOVIO HERRERA,33580.0,CHIHUAHUA,Santa BÃ¡rbara,Santa BÃ¡rbara
577349,08057621112000012000000000U9,CENTRO AVANZADO EN SALUD CAS SAN FRANCISCO DE BORJA,Consultorios de medicina general del sector público,6 a 10 personas,FRANCISCO I. MADERO,33160.0,CHIHUAHUA,San Francisco de Borja,San Francisco de Borja
7024231,08021621113001081000000000U7,CENTRO CARDIOVASCULAR,Consultorios de medicina especializada del sector privado,0 a 5 personas,4 NORTE,33000.0,CHIHUAHUA,Delicias,Delicias
619284,08037621113002802000000000U1,CENTRO CHIHUAHUENCE DE SALUD,Consultorios de medicina general del sector privado,0 a 5 personas,MANUEL GOMEZ MORIN,32500.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
542508,08017621111000321000000000U0,CENTRO CLINICO,Consultorios de medicina general del sector privado,0 a 5 personas,CUARTA,31500.0,CHIHUAHUA,CuauhtÃ©moc,CuauhtÃ©moc
542509,08017621111000181000000000U8,CENTRO CLINICO,Consultorios de medicina general del sector privado,0 a 5 personas,CUARTA,31500.0,CHIHUAHUA,CuauhtÃ©moc,CuauhtÃ©moc
614531,08019621113004811000000000U8,CENTRO CLINICO,Consultorios de medicina especializada del sector privado,0 a 5 personas,OJINAGA,31000.0,CHIHUAHUA,Chihuahua,Chihuahua
7217820,08019621113006011000000000U3,CENTRO CLINICO,Consultorios de medicina especializada del sector privado,0 a 5 personas,OJINAGA,31000.0,CHIHUAHUA,Chihuahua,Chihuahua
614525,08019621111001921010000000U2,CENTRO CLINICO,Consultorios de medicina especializada del sector privado,0 a 5 personas,OJINAGA,31000.0,CHIHUAHUA,Chihuahua,Chihuahua
614523,08019621113000861000000000U7,CENTRO CLINICO,Consultorios de medicina especializada del sector privado,0 a 5 personas,OJINAGA,31000.0,CHIHUAHUA,Chihuahua,Chihuahua
614522,08019621113001261000000000U9,CENTRO CLINICO,Consultorios de medicina especializada del sector privado,0 a 5 personas,OJINAGA,31000.0,CHIHUAHUA,Chihuahua,Chihuahua
578972,08017621113000591000000000U4,CENTRO CLINICO,Consultorios de medicina especializada del sector privado,0 a 5 personas,CUARTA,31500.0,CHIHUAHUA,CuauhtÃ©moc,CuauhtÃ©moc
573003,08019621111000611000000000U0,CENTRO CLINICO,Consultorios de medicina especializada del sector privado,0 a 5 personas,OJINAGA,31000.0,CHIHUAHUA,Chihuahua,Chihuahua
572999,08019621113004501000000000U5,CENTRO CLINICO,Consultorios de medicina especializada del sector privado,0 a 5 personas,OJINAGA,31000.0,CHIHUAHUA,Chihuahua,Chihuahua
542434,08017621113000471000000000U9,CENTRO CLINICO DEL NOROESTE,Consultorios de medicina especializada del sector privado,0 a 5 personas,CUARTA,31500.0,CHIHUAHUA,CuauhtÃ©moc,CuauhtÃ©moc
578976,08017621113000711000000000U8,CENTRO CLINICO DEL NOROESTE,Consultorios de medicina especializada del sector privado,0 a 5 personas,CUARTA,31500.0,CHIHUAHUA,CuauhtÃ©moc,CuauhtÃ©moc
578973,08017621113000761000000000U3,CENTRO CLINICO DEL NOROESTE,Consultorios de medicina especializada del sector privado,0 a 5 personas,CUARTA,31500.0,CHIHUAHUA,CuauhtÃ©moc,CuauhtÃ©moc
548950,08037621113004721000000000U1,CENTRO CLÃNICO ORTOPEDIA,Consultorios de medicina especializada del sector privado,0 a 5 personas,16 DE SEPTIEMBRE,32030.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
7923481,08019621113006391000000000U9,CENTRO CLINICO SANTUARIO,Consultorios de medicina especializada del sector privado,0 a 5 personas,MARIANO MATAMOROS,31020.0,CHIHUAHUA,Chihuahua,Chihuahua
598088,08037621112000041001000000U0,CENTRO COMUNITARIO,Consultorios de medicina general del sector público,6 a 10 personas,12 DE OCTUBRE,32670.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
628747,08037621112000031001000000U1,CENTRO COMUNITARIO CONSULTORIO MEDICO,Consultorios de medicina general del sector público,6 a 10 personas,PUERTO LISBOA,32599.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
551483,08037621111002911001000000U4,CENTRO COMUNITARIO JARUDO,Consultorios de medicina general del sector privado,6 a 10 personas,DERECHOS CONSTITUCIONALES,32659.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
567730,08019621112000091000000000U3,CENTRO COMUNITARIO LA ESPERANZA,Consultorios de medicina general del sector público,0 a 5 personas,116,31414.0,CHIHUAHUA,Chihuahua,Chihuahua
7920751,08037621112000182000000000U2,CENTRO COMUNITARIO MORELOS,Consultorios de medicina general del sector público,6 a 10 personas,DE LOS AZTECAS,32670.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
543176,08017621113000381000000000U0,CENTRO DE ASMA Y ALERGIA DE CHIHUAHUA,Consultorios de medicina especializada del sector privado,0 a 5 personas,DECIMA CUARTA,31500.0,CHIHUAHUA,CuauhtÃ©moc,CuauhtÃ©moc
571327,08019621111002711000000000U6,CENTRO DE ATENCION MATERNA E INFANTIL,Consultorios de medicina general del sector privado,0 a 5 personas,MARIANO JIMENEZ,31460.0,CHIHUAHUA,Chihuahua,Chihuahua
565166,08019622112000283011000000U5,CENTRO DE ATENCION PRIMARIA EN ADICCIONES,Consultorios de medicina general del sector público,6 a 10 personas,CHE GUEVARA,31120.0,CHIHUAHUA,Chihuahua,Chihuahua
618747,08050622312000014011000000U5,CENTRO DE BIENESTAR SOCIAL,Clínicas de consultorios médicos del sector público,0 a 5 personas,MELCHOR OCAMPO,31777.0,CHIHUAHUA,Nuevo Casas Grandes,Nuevo Casas Grandes
608223,08037621113000491000000000U5,CENTRO DE CIRUGIA OCULAR,Consultorios de medicina especializada del sector privado,0 a 5 personas,PLUTARCO ELIAS CALLES,32365.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
596666,08037621111000251000000000U7,CENTRO DE CIRUJIA ORTOPEDICA,Consultorios de medicina general del sector privado,0 a 5 personas,DE LAS AMERICAS,32310.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
583969,08021621113000942000000000U1,CENTRO DE DESARROLLO NEUROSICOLOGICO,Consultorios de medicina especializada del sector privado,6 a 10 personas,6 SUR,33000.0,CHIHUAHUA,Delicias,Delicias
7263866,08029621111000022000000000M9,CENTRO DE DIAGNOSTICO INTEGRAL ONAMI,Consultorios de medicina general del sector privado,6 a 10 personas,ELECTRISISTAS,33470.0,CHIHUAHUA,Guadalupe y Calvo,Guadalupe y Calvo
614693,08019621113000511000000000U8,CENTRO DE ESPECIALISTAS MEDICOS DEL CENTRO,Consultorios de medicina especializada del sector privado,6 a 10 personas,OJINAGA,31000.0,CHIHUAHUA,Chihuahua,Chihuahua
610832,08019621113000421000000000U0,CENTRO DE ESPECIALISTAS UNIVERSIDAD DR. MARTIN SILERIO,Consultorios de medicina especializada del sector privado,0 a 5 personas,UNIVERSIDAD,31203.0,CHIHUAHUA,Chihuahua,Chihuahua
569104,08019621111002021000000000U0,CENTRO DE EVALUACION Y DIAGNOSTICO DE CHIHUAHUA SC,Consultorios de medicina general del sector privado,0 a 5 personas,JUAN FERNANDEZ DE RETANA,31203.0,CHIHUAHUA,Chihuahua,Chihuahua
7248625,08037621411000022000000000U6,CENTRO DE IMAGEN GINECOLOGICO,Centros de planificación familiar del sector privado,6 a 10 personas,EJERCITO NACIONAL,32000.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
8645278,08032621111000371000000000U4,CENTRO DE IMAGEN MEDICA SAN JOSEPH,Consultorios de medicina general del sector privado,0 a 5 personas,CHURUBUSCO,33800.0,CHIHUAHUA,Hidalgo del Parral,Hidalgo del Parral
7917524,08019621411000032000000000U3,CENTRO DE INFERTILIDAD DE CHIHUAHUA,Centros de planificación familiar del sector privado,6 a 10 personas,FRANCISCO VILLA,31110.0,CHIHUAHUA,Chihuahua,Chihuahua
8172210,08037621111004211000000000U7,CENTRO DE MEDICINA INTEGRAL SAN ANGEL,Consultorios de medicina general del sector privado,0 a 5 personas,SANTA MONICA,32389.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
8543112,08031621112000053000000000U8,CENTRO DE SALUD,Consultorios de medicina general del sector público,11 a 30 personas,NINGUNO,31690.0,CHIHUAHUA,Guerrero,La Junta
576289,08010622112000053011000000U1,CENTRO DE SALUD,Clínicas de consultorios médicos del sector público,6 a 10 personas,ABASOLO,31890.0,CHIHUAHUA,Buenaventura,San Buenaventura
7275796,08040621116000011000000000U8,CENTRO DE SALUD,Clínicas de consultorios médicos del sector público,0 a 5 personas,BENITO JUAREZ,31950.0,CHIHUAHUA,Madera,Las Varas (EstaciÃ³n BabÃ­cora)
597978,08037621112000092001000000U3,CENTRO DE SALUD,Consultorios de medicina general del sector público,6 a 10 personas,PEDERNAL,32670.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
6473502,08037621112000161000000000U6,CENTRO DE SALUD,Consultorios de medicina general del sector público,0 a 5 personas,OJO DE LA CASA,32730.0,CHIHUAHUA,JuÃ¡rez,Samalayuca
534999,08009622112000011010000000U1,CENTRO DE SALUD,Clínicas de consultorios médicos del sector público,0 a 5 personas,REVOLUCION,33201.0,CHIHUAHUA,Bocoyna,Bocoyna
525006,08033621112000011000000000U2,CENTRO DE SALUD,Consultorios de medicina general del sector público,0 a 5 personas,NINGUNO,33540.0,CHIHUAHUA,HuejotitÃ¡n,HuejotitÃ¡n
618500,08050622112000033000000000U7,CENTRO DE SALUD,Clínicas de consultorios médicos del sector público,51 a 100 personas,2 DE ABRIL,31700.0,CHIHUAHUA,Nuevo Casas Grandes,Nuevo Casas Grandes
535923,08034622112000023000000000U6,CENTRO DE SALUD,Consultorios de medicina general del sector público,11 a 30 personas,JOSEFA ORTIZ DE DOMINGUEZ,31920.0,CHIHUAHUA,Ignacio Zaragoza,Ignacio Zaragoza
615729,08013622112000021011000000U2,CENTRO DE SALUD,Clínicas de consultorios médicos del sector público,6 a 10 personas,CONSTITUCION,31850.0,CHIHUAHUA,Casas Grandes,Casas Grandes
617168,08010622112000021010000000U8,CENTRO DE SALUD,Clínicas de consultorios médicos del sector público,0 a 5 personas,BENITO JUAREZ,31881.0,CHIHUAHUA,Buenaventura,ConstituciÃ³n
538455,08048622112000023011000000U4,CENTRO DE SALUD,Clínicas de consultorios médicos del sector público,31 a 50 personas,SAN PEDRO,31975.0,CHIHUAHUA,Namiquipa,Namiquipa
8303121,08019621112000152000000000U3,CENTRO DE SALUD,Consultorios de medicina general del sector público,6 a 10 personas,TERRAZAS,31030.0,CHIHUAHUA,Chihuahua,Chihuahua
598232,08037621112000123000000000U6,CENTRO DE SALUD 5,Consultorios de medicina general del sector público,11 a 30 personas,TRINIDAD RODRIGUEZ,32670.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
629665,08037621112000051000000000U9,CENTRO DE SALUD 7,Consultorios de medicina general del sector público,6 a 10 personas,CARTAGENA,32260.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
631353,08037622112000042010000000U7,CENTRO DE SALUD 9,Clínicas de consultorios médicos del sector público,6 a 10 personas,TZETZALES,32670.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
596323,08037621112000134000000000U3,CENTRO DE SALUD A HIDALGO,Consultorios de medicina general del sector público,31 a 50 personas,JOSE MARTI,32300.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
617102,08001622112000023011000000U3,CENTRO DE SALUD AHUMADA,Clínicas de consultorios médicos del sector público,6 a 10 personas,JUAREZ,32800.0,CHIHUAHUA,Ahumada,Miguel Ahumada
529311,08032621112000063001000000U5,CENTRO DE SALUD ALMANCEÃA,Clínicas de consultorios médicos del sector público,11 a 30 personas,CALLE DE LA UNION,33827.0,CHIHUAHUA,Hidalgo del Parral,Hidalgo del Parral
533920,08031622112000052010000000U9,CENTRO DE SALUD AVANZADO,Clínicas de consultorios médicos del sector público,6 a 10 personas,GRAN VISION,31691.0,CHIHUAHUA,Guerrero,Tomochi
536919,08019622112000144001000000U9,CENTRO DE SALUD AVANZADO DE ATENCION PRIMARIA A LA SALUD NOGALES,Clínicas de consultorios médicos del sector público,101 a 250 personas,VIALIDAD LOS NOGALES,31137.0,CHIHUAHUA,Chihuahua,Chihuahua
593812,08037621112000146001000000U7,CENTRO DE SALUD B,Clínicas de consultorios médicos del sector público,101 a 250 personas,VICENTE GUERRERO,32000.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
580505,08017622112000292010000000U0,CENTRO DE SALUD CAMPO 6 1/2,Clínicas de consultorios médicos del sector público,6 a 10 personas,CUAUHTEMOC-ALVARO OBREGON,31608.0,CHIHUAHUA,CuauhtÃ©moc,Campo 6 1/2 B
535771,08012622112000022000000000U3,CENTRO DE SALUD CARICHI,Clínicas de consultorios médicos del sector público,11 a 30 personas,NINGUNO,33280.0,CHIHUAHUA,CarichÃ­,CarichÃ­
585457,08055622112000033010000000U8,CENTRO DE SALUD CAS,Clínicas de consultorios médicos del sector público,11 a 30 personas,PUEBLA,33120.0,CHIHUAHUA,Rosales,Santa Cruz de Rosales
528223,08011622112000023010000000U2,CENTRO DE SALUD CHAVIRA,Clínicas de consultorios médicos del sector público,11 a 30 personas,GONZALEZ ORTEGA,33770.0,CHIHUAHUA,Camargo,Santa RosalÃ­a de Camargo
580070,08017621112000043001000000U8,CENTRO DE SALUD COLONIA BENITO JUAREZ,Consultorios de medicina general del sector público,6 a 10 personas,MARGARITA MAZA DE JUAREZ,31540.0,CHIHUAHUA,CuauhtÃ©moc,CuauhtÃ©moc
530379,08032621112000032000000000U0,CENTRO DE SALUD COLONIA MORELOS,Consultorios de medicina general del sector público,11 a 30 personas,11 DE JULIO,33830.0,CHIHUAHUA,Hidalgo del Parral,Hidalgo del Parral
529659,08032621112000022000000000U1,CENTRO DE SALUD COLONIA PRI,Clínicas de consultorios médicos del sector público,11 a 30 personas,JESUS VALLES,33825.0,CHIHUAHUA,Hidalgo del Parral,Hidalgo del Parral
7795197,08036621112000014000000000U9,CENTRO DE SALUD CON SERVICIOS AMPLEADOS,Consultorios de medicina general del sector público,31 a 50 personas,PRESIDENTES,33980.0,CHIHUAHUA,JimÃ©nez,JosÃ© Mariano JimÃ©nez
543819,08045622112000012010000000U3,CENTRO DE SALUD CON SERVICIOS AMPLIADOS  - CESSA MEOQUI,Clínicas de consultorios médicos del sector público,11 a 30 personas,NINGUNO,33130.0,CHIHUAHUA,Meoqui,Pedro Meoqui
553844,08037621116000035000000000U3,CENTRO DE SALUD CON SERVICIOS AMPLIADOS CESSA COLINAS DE JUAREZ,Clínicas de consultorios médicos del sector público,51 a 100 personas,ZACATECAS,32680.0,CHIHUAHUA,JuÃ¡rez,JuÃ¡rez
8653523,08017621112000054000000000U5,CENTRO DE SALUD CUAUHTEMOC,Consultorios de medicina general del sector público,31 a 50 personas,REVOLUCION MEXICANA,31579.0,CHIHUAHUA,CuauhtÃ©moc,CuauhtÃ©moc
617922,08010621492000011001000000U6,CENTRO DE SALUD DE EJIDO BENITO JUAREZ,Consultorios de medicina general del sector público,6 a 10 personas,EMILIANO ZAPATA,31884.0,CHIHUAHUA,Buenaventura,Ejido Benito JuÃ¡rez
